node_id,career_id,skill_group,name,node_level,stage,axis,node_kind,is_optional,is_checkpoint,selection,choose_count,weight,completion_policy,required_proficiency,evidence_keywords,parent_id,previous_id,description,link1,link2,link3
gamedev-epa,game-developer,,EPA,,CORE,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-intersection,,"The EPA (Expanding Polytope Algorithm) is an iterative algorithm used for calculating the penetration depth between two shapes in collision detection. It is commonly used in physics engines and robotics. The algorithm takes the resulting simplex from a previously applied GJK algorithm, iteratively expanding the polytope towards the Minkowski Difference boundary until it finds the closest point to the origin. The vector from that point to the origin is the penetration vector and its magnitude is equal to the penetration depth between the two shapes.",https://winter.dev/articles/epa-algorithm,https://dyn4j.org/2010/05/epa-expanding-polytope-algorithm/,
gamedev-convexity,game-developer,,Convexity,,CORE,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,gamedev-narrow-phase,,"Convexity is a significant concept used in game development, particularly in the narrow phase of collision detection. A shape is considered convex if, for every pair of points inside the shape, the complete line segment between them is also inside the shape. Essentially, a convex shape has no angles pointing inwards. Convex shapes can be of great benefit in game development because they're simpler to handle computationally. For instance, in collision detection algorithms such as separating axis theorem (SAT) and Gilbert?ohnson?eerthi (GJK), the input shapes are often convex. Non-convex shapes or concave shapes usually require more complex methods for collision detection, often involving partitioning the shape into smaller convex parts.",https://www.gamedeveloper.com/game-platforms/understanding-convexity-in-ltv-modelling,,
gamedev-convex,game-developer,,Convex,,CORE,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,gamedev-convexity,,"The term ""convex"" in game development relates primarily to shapes and collision detection within the gaming environment. A shape is convex if all line segments between any two points in the shape lie entirely within the shape. This is an essential concept when programming collision detection and physics engines in games since the mathematical calculations can be more straightforward and efficient when the objects are convex. In addition to this, many rendering algorithms also operate optimally on convex objects, thereby helping improve the game? graphical performance.",https://dev.to/fkkarakurt/geometry-and-primitives-in-game-development-1og,,
gamedev-convex-hull,game-developer,,Convex Hull,,CORE,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-convex,,"The Convex Hull is a foundational concept used in various areas of game development, particularly in the creation of physics engines and collision detection. Essentially, it is the smallest convex polygon that can enclose a set of points in a two-dimensional space, or the smallest convex polyhedron for a set of points in a three-dimensional space. It can be thought of as the shape that a rubber band would take if it was stretched around the points and then released. In computational geometry, various algorithms like Graham's Scan and QuickHull have been developed to compute Convex Hulls rapidly. Using Convex Hulls in game engines can drastically improve the performance of collision detection routines as fewer points need to be checked for overlap, which in turn helps in creating smoother gameplay.",https://colin97.github.io/CoACD/,,
gamedev-concave,game-developer,,Concave,,CORE,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,gamedev-convexity,,"In game development, a shape is said to be ""concave"" if it has an interior angle greater than 180 degrees. In simpler terms, if the shape has a portion ""inwards curved"" or a ""cave-like"" indentation, it's concave. Unlike convex shapes, a straight line drawn within a concave shape may not entirely lie within the boundaries of the shape. Concave shapes add complexity in game physics, especially in collision detection, as there are more points and angles to consider compared to convex shapes. These shapes are commonly seen in game elements like terrains, mazes, game level boundaries and gaming characters. Let's remember that the practical application of concave shapes largely depends on the gameplay requirements and the level of realism needed in the game.",https://dev.to/fkkarakurt/geometry-and-primitives-in-game-development-1og,,
gamedev-convex-decomposition,game-developer,,Convex Decomposition,,CORE,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-concave,,"`Convex Decomposition` represents a process within game development that involves breaking down complex, concave shapes into simpler, convex shapes. This technique considerably simplifies the computation involved in collision detection, a critical aspect of any game development project that involves physical simulations. In concrete terms, a concave shape has one or more parts that 'cave in' or have recesses, while a convex shape has no such depressions - in simplistic terms, it 'bulges out' with no interior angles exceeding 180 degrees. So, Convex decomposition is essentially a process of breaking down a shape with 'caves' or 'recesses' into simpler shapes that only 'bulge out'.",https://colin97.github.io/CoACD/,,
gamedev-broad-phase,game-developer,,Broad Phase,,CORE,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,gamedev-collision-detection,,"Broad Phase Collision Detection is the first step in the collision detection process. Its primary function is to identify which pairs of objects might potentially collide. Rather than examining the entire body of every object for possible collision, it wraps up each one in a simpler shape like a bounding box or sphere, aiming to reduce the number of calculations. The output of this phase is a list of 'candidate pairs' which are passed onto the next phase, often referred to as the narrow phase, for in-depth overlap checks.",http://buildnewgames.com/broad-phase-collision-detection/,,
gamedev-bounding-volume,game-developer,,Bounding Volume,,CORE,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,gamedev-broad-phase,,"`Bounding Volume` is a simple shape that fully encompasses a more complex game model. It is less expensive to check for the intersection of bounding volumes when compared to checking for intersection of the actual models. Some commonly used types of bounding volume in game development include Axis-Aligned Bounding Boxes (AABBs), Bounding Spheres, and Oriented Bounding Boxes (OBBs). AABBs and Bounding Spheres are simple to implement and work well with static objects, while OBBs are slightly more complex and are often used with dynamic objects that need to rotate.",https://developer.mozilla.org/en-US/docs/Games/Techniques/3D_collision_detection,https://www.haroldserrano.com/blog/visualizing-the-boundary-volume-hierarchy-collision-algorithm,
gamedev-obb,game-developer,,OBB,,CORE,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-bounding-volume,,"`Oriented Bounding Box (OBB)` is a type of bounding volume used in computer graphics and computational geometry. It is often used to simplify complex geometric objects by correlating them as a box much closer in size and orientation to the actual object. Unlike the `Axis-Aligned Bounding Box (AABB)`, the `OBB` is not constrained to align with the axis, so the box can be rotated. This orientation is usually chosen based on the object's local coordinate system, so the `OBB` maintains its rotation. Properties of an `OBB` include its center, dimensions, and orientation. However, it is worth noting that `OBBs` can be more computationally intensive than `AABBs` due to mathematical complexity.",https://gamedev.stackexchange.com/questions/25397/obb-vs-obb-collision-detection,https://gamedev.stackexchange.com/questions/49041/oriented-bounding-box-how-to,
gamedev-aabb,game-developer,,AABB,,CORE,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-bounding-volume,,"`AABB`, short for Axis-Aligned Bounding Box, is a commonly used form of bounding volume in game development. It is a box that directly aligns with the axes of the coordinate system and encapsulates a game object. The sides of an AABB are aligned with the axes, which is helpful when carrying out certain calculations, as non-axis-aligned boxes would require more complex math. AABBs are primarily used for broad-phase collision detection, which means checking whether two objects might be in the process of colliding. Although AABBs are relatively conservative and can have more bounding volume than oriented bounding boxes (OBBs), they are simpler and faster to use in collision detection.",https://gdbooks.gitbooks.io/3dcollisions/content/Chapter1/aabb.html,,
gamedev-spatial-partitioning,game-developer,,Spatial Partitioning,,CORE,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,gamedev-broad-phase,,"""Spatial partitioning"" is a technique used in computational geometry, intended to make calculations involving objects in space more efficient. It involves dividing a large virtual space into a series of smaller spaces, or ""partitions"". These partitions can be used to quickly eliminate areas that are irrelevant to a particular calculation or query, thus lowering the overall computational cost. This technique is widely used in game development in contexts such as collision detection, rendering, pathfinding, and more. Various methods exist for spatial partitioning, including grid-based, tree-based (like Quadtree and Octree), and space-filling curve (like Z-order or Hilbert curve) approaches.",https://en.wikipedia.org/wiki/Space_partitioning,https://gameprogrammingpatterns.com/spatial-partition.html,
gamedev-sort-and-sweep,game-developer,,Sort & Sweep,,CORE,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-spatial-partitioning,,"Sort and Sweep is an algorithm used in collision detection in game development which optimizes the process of identifying potential intersecting objects. Here's how it works: first, all objects in the game are sorted along a specific axis (typically the 'x' axis). Then a line (known as the 'sweep line') is moved along this axis. As the line sweeps over the scene, any objects that cross this line are added to an 'active' list. When an object no longer intersects with the sweep line, it's removed from this list. The only objects checked for intersection are those within this 'active' list reducing the number of checks required. This makes sort and sweep an efficient spatial partitioning strategy.",https://leanrada.com/notes/sweep-and-prune/,https://notes.billmill.org/visualization/interactive_explainers/sort__sweep_and_prune_-_collision_detection_algorithms.html,
gamedev-bvh,game-developer,,BVH,,CORE,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,gamedev-spatial-partitioning,,"BVH, or Bounding Volume Hierarchy, is an algorithm used in 3D computer graphics to speed up the rendering process. It organizes the geometry in a hierarchical structure where each node in the tree represents a bounding volume (a volume enclosing or containing one or more geometric objects). The root node of the BVH contains all other nodes or geometric objects, its child nodes represent a partition of the space, and the leaf nodes are often individual geometric objects. The main objective of using BVH is to quickly exclude large portions of the scene from the rendering process, to reduce the computational load of evaluating every single object in the scene individually.",https://github.com/rossborchers/UnityBoundingVolumeHeirachy,,
gamedev-dbvt,game-developer,,DBVT,,CORE,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-bvh,,"`DBVT` or `Dynamic Bounding Volume Tree` is an acceleration data structure that's primarily used in physics simulations like collision detection. It's a type of BVH (`Bounding Volume Hierarchy`), but the unique aspect of a DBVT is its handling of dynamic objects. As the name suggests, it's specifically designed to efficiently handle changing scenarios, such as objects moving or environments evolving, better than a typical BVH. Unlike a static BVH, a DBVT dynamically updates the tree as objects move, maintaining efficiency of collision queries. It primarily does this through tree rotations and refitting bounding volumes rather than fully rebuilding the tree. This makes DBVT a highly appealing option for scenarios with considerable dynamics.",https://sopiro.github.io/DynamicBVH/,https://box2d.org/files/ErinCatto_DynamicBVH_Full.pdf,
gamedev-game-engine,game-developer,,Game Engine,4,CORE,MAIN,CORE,,,CHOOSE_ONE,1,3,EVIDENCE_ALLOWED,65,"game,engine,unity,unreal,godot",,gamedev-game-physics,"A Game Engine is a software framework designed to facilitate the creation and development of video games. Developers use them to create games for consoles, mobile devices, and personal computers. The core functionality typically provided by a game engine includes a rendering engine (""renderer"") for 2D or 3D graphics, a physics engine or collision detection (and collision response), sound, scripting, animation, artificial intelligence, networking, streaming, memory management, and a scene graph. Game Engines can save a significant amount of development time by providing these reusable components. However, they aren't one-size-fits-all solutions, as developers must still customize much of the code to fit their games' unique needs. Some popular game engines are Unity, Unreal Engine, and Godot.",https://en.wikipedia.org/wiki/Game_engine,https://www.youtube.com/watch?v=aMgB018o71U,
gamedev-unity-3d,game-developer,Unity,Unity 3D,,CORE,BRANCH,ALTERNATIVE,,,,,1,EVIDENCE_ALLOWED,65,"unity,unity 3d",gamedev-game-engine,,"Unity 3D is a versatile, cross-platform game engine that supports the development of both 2D and 3D games. This game engine allows users to create a wide variety of games including AR, VR, Mobile, Consoles, and Computers in C#. It provides a host of powerful features and tools, such as scripting, asset bundling, scene building, and simulation, to assist developers in creating interactive content. Unity 3D also boasts a large, active community that regularly contributes tutorials, scripts, assets, and more, making it a robust platform for all levels of game developers.",https://unity.com/,https://unity.com/products/unity-engine,https://docs.unity3d.com/2021.2/Documentation/Manual/Quickstart3DCreate.html
gamedev-unreal-engine,game-developer,Unreal Engine,Unreal Engine,,CORE,BRANCH,ALTERNATIVE,,,,,1,EVIDENCE_ALLOWED,65,unreal engine,gamedev-game-engine,,"The Unreal Engine is a powerful game development engine created by Epic Games. Used by game developers worldwide, it supports the creation of high-quality games across multiple platforms such as iOS, Android, Windows, Mac, Xbox, and PlayStation. Unreal Engine is renowned for its photo-realistic rendering, dynamic physics and effects, robust multiplayer framework, and its flexible scripting system called Blueprint. The engine is also fully equipped with dedicated tools and functionalities for animation, AI, lighting, cinematography, and post-processing effects. The most recent version, Unreal Engine 5, introduces real-time Global Illumination and makes film-quality real-time graphics achievable.",https://dev.epicgames.com/documentation/en-us/unreal-engine/unreal-engine-5-4-documentation,https://m.youtube.com/channel/UCBobmJyzsJ6Ll7UbfhI4iwQ,https://www.youtube.com/watch?v=DXDe-2BC4cE
gamedev-native,game-developer,Native Engine Development,Native,,CORE,BRANCH,ALTERNATIVE,,,,,1,EVIDENCE_ALLOWED,65,"native,native engine development",gamedev-game-engine,,"You don't necessarily have to use tools like Unreal, Unity3d, or Godot to make games. You can also use native languages like C++ or Rust to make games. However, you will have to do a lot of work yourself, and you will have to learn a lot of things that are already done for you in game engines.",https://roadmap.sh/cpp,https://roadmap.sh/rust,https://learn.microsoft.com/en-us/cpp/overview/game-development-cpp?view=msvc-170
gamedev-godot,game-developer,Godot,Godot,,CORE,BRANCH,ALTERNATIVE,,,,,1,EVIDENCE_ALLOWED,65,godot,gamedev-game-engine,,"Godot is an open-source, multi-platform game engine that is known for being feature-rich and user-friendly. It is developed by hundreds of contributors from around the world and supports the creation of both 2D and 3D games. Godot uses its own scripting language, GDScript, which is similar to Python, but it also supports C#. It is equipped with a unique scene system and comes with a multitude of tools that can expedite the development process. Godot's design philosophy centers around flexibility, extensibility, and ease of use, providing a handy tool for both beginners and pros in game development.",https://github.com/godotengine/godot,https://godotengine.org/,https://docs.godotengine.org/en/stable/
gamedev-programming-languages,game-developer,,Programming Languages,5,PRACTICAL,MAIN,CORE,,,CHOOSE_ONE,1,3,EVIDENCE_ALLOWED,65,"programming,language,scripting,game,code",,gamedev-game-engine,"Programming languages are very crucial to game development as they are the backbone of game design and functionality. A variety of languages can be used, but some are more commonly preferred in the industry due to their robustness and efficiency. The most popular ones include C++, C#, and Java. **C++**, a high-level language primarily used for developing video games, is known for its speed and efficiency. **C#**, which was developed by Microsoft, is extensively used with the Unity game engine to develop multi-platform games. **Java** is well-established in the sector as well, and it often utilized in the development of Android games. It's pivotal for a game developer to select a language that aligns with the project's requirements and nature. Despite the programming language you choose, a deep understanding of its constructs, logic, and capabilities is required for successful game development.",https://roadmap.sh/cpp,https://roadmap.sh/rust,https://roadmap.sh/java
gamedev-csharp,game-developer,C#,C#,,PRACTICAL,BRANCH,ALTERNATIVE,,,,,1,EVIDENCE_ALLOWED,65,".net,asp.net,c#,csharp,dotnet",gamedev-programming-languages,,"CSharp (C#) is a modern, object-oriented programming language developed and maintained by Microsoft. It's primarily used for developing desktop applications and, more prominently, for Windows applications within the Microsoft.Net framework. However, the language is versatile and has a wide range of uses in web services, websites, enterprise software, and even mobile app development. C# is known for its simplicity, type-safety, and support for component-oriented software development. It's also been adopted by Unity, a widely used game engine, thus making it one of the preferred languages for game development.",https://learn.microsoft.com/en-us/dotnet/csharp/,https://en.wikipedia.org/wiki/C_Sharp_(programming_language,
gamedev-c-c,game-developer,C/C++,C/C++,,PRACTICAL,BRANCH,ALTERNATIVE,,,,,1,EVIDENCE_ALLOWED,65,"c,c++,c/c++,cpp",gamedev-programming-languages,,"C and C++ (commonly known as CPP) are two of the most foundational high-level programming languages in computer science. C was developed in the 1970s and it is a procedural language, meaning it follows a step-by-step approach. Its fundamental principles include structured programming and lexical variable scope.",https://en.wikipedia.org/wiki/C_%28programming_language%29,https://en.wikipedia.org/wiki/C%2B%2B,
gamedev-python,game-developer,Python,Python,,PRACTICAL,BRANCH,ALTERNATIVE,,,,,1,EVIDENCE_ALLOWED,65,python,gamedev-programming-languages,,"Python is a popular high-level programming language that was designed by Guido van Rossum and published in 1991.  It is preferred for its simplicity in learning and usage, making it a great choice for beginners. Python's design philosophy emphasizes code readability with its use of significant indentation. Its language constructs and object-oriented approach aim to help developers write clear, logical code for small and large-scale projects. Python is dynamically-typed and garbage-collected. Moreover, it supports multiple programming paradigms, including procedural, object-oriented, and functional programming. Python is often used for web development, software development, database operations, and machine learning. Although not typically used for game development, some game developers utilize Python for scripting and automating tasks.",https://roadmap.sh/python,https://www.python.org/,https://www.python.org/doc/
gamedev-rust,game-developer,Rust,Rust,,PRACTICAL,BRANCH,ALTERNATIVE,,,,,1,EVIDENCE_ALLOWED,65,rust,gamedev-programming-languages,,"Rust is a modern, open-source, multi-paradigm programming language designed for performance and safety, especially safe concurrency. It was initially designed by Mozilla Research as a language that can provide memory safety without garbage collection. Since then, it has gained popularity due to its features and performance that often compare favorably to languages like C++. Its rich type system and ownership model guarantee memory-safety and thread-safety while maintaining a high level of abstraction. Rust supports a mixture of imperative procedural, concurrent actor, object-oriented and pure functional styles.",https://roadmap.sh/rust,https://rustmeup.com/building-games-with-rust,https://youtu.be/BpPEoZW5IiY?si=lyBbBPLXQ0HWdJNr
gamedev-gdscript,game-developer,GDScript,GDScript,,PRACTICAL,BRANCH,ALTERNATIVE,,,,,1,EVIDENCE_ALLOWED,65,gdscript,gamedev-programming-languages,,"GDScript is a high-level, dynamically-typed programming language designed specifically for the Godot Engine, an open-source game development platform. It is tailored for ease of use and rapid development of game logic and functionality. GDScript features a syntax similar to Python, which simplifies learning and coding for developers familiar with Python, while providing direct access to Godot's rich set of built-in functions and game-specific APIs. The language integrates closely with Godot's scene system and scripting environment, enabling developers to create and manipulate game objects, handle input, and control game behavior efficiently.",https://gdscript.com/,https://www.youtube.com/watch?v=e1zJS31tr88,
gamedev-computer-graphics,game-developer,Computer Graphics Fundamentals,Computer Graphics,6,PRACTICAL,MAIN,CORE,,,ALL,,3,EVIDENCE_ALLOWED,65,"graphics,rendering,shader,texture,lighting",,gamedev-programming-languages,"Computer Graphics is a subfield of computer science that studies methods for digitally synthesizing and manipulating visual content. It involves creating and manipulating visual content using specialized computer software and hardware. This field is primarily used in the creation of digital and video games, CGI in films, and also in visual effects for commercials. The field is divided into two major categories: **Raster graphics** and **Vector graphics**. Raster graphics, also known as bitmap, involve the representation of images through a dot matrix data structure, while Vector graphics involve the use of polygons to represent images in computer graphics. Both of these methods have their unique usage scenarios. Other concepts integral to the study of computer graphics include rendering (including both real-time rendering and offline rendering), animation, and 3D modeling. Generally, computer graphics skills are essential for game developers and animation experts.",https://open.umn.edu/opentextbooks/textbooks/420,https://www.youtube.com/watch?v=C8YtdC8mxTU,
gamedev-ray-tracing,game-developer,Computer Graphics Fundamentals,Ray Tracing,,PRACTICAL,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-computer-graphics,,"Ray tracing is a rendering technique in computer graphics that simulates the physical behavior of light. It generates images with a high degree of visual realism, as it captures shadows, reflections, and refracts light. Ray tracing follows the path of light backwards from the camera (eye) to the source (light object), calculating the color of each pixel in the image on the way. The color value calculation considers the object from which the ray has reflected or refracted, and the nature of the light source i.e. whether it's ambient, point or spot. Ray tracing algorithm handles effects that rasterization algorithms like scanline rendering and 'Z-buffer' find complex to handle.",https://www.pcmag.com/how-to/what-is-ray-tracing-and-what-it-means-for-pc-gaming,https://www.nvidia.com/en-us/geforce/rtx/,
gamedev-rasterization,game-developer,Computer Graphics Fundamentals,Rasterization,,PRACTICAL,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-computer-graphics,,"In the realm of computer graphics, **Rasterization** refers to the process of converting the image data into a bitmap form, i.e., pixels or dots. It is predominantly used in 3D rendering where three-dimensional polygonal shapes are transformed into a two-dimensional image, possessing height, width, and color data. It is a scan-conversion process where vertices and primitives, upon being processed through the graphics pipeline, are mathematically converted into fragments. Every fragment finds its position in a raster grid. The process culminates in fragments becoming pixels in the frame buffer, the final rendered image you see on the screen. However, it's essential to note that rasterization does limit the image's resolution to the resolution of the device on which it is displayed.",https://www.techspot.com/article/1888-how-to-3d-rendering-rasterization-ray-tracing/,,
gamedev-graphics-pipeline,game-developer,Computer Graphics Fundamentals,Graphics Pipeline,,PRACTICAL,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-computer-graphics,,"The Graphics Pipeline, also often referred to as the rendering pipeline, is a sequence of steps that a graphics system follows to convert a 3D model into a 2D image or view that can be displayed onto a screen. These steps typically include transformation, clipping, lighting, rasterization, shading, and other processes. Each step in the pipeline represents an operation that prepares or manipulates data to be used in downstream stages. The pipeline begins with a high-level description of a scene and ends with the final image rendered onto the screen. It is a primary concept in computer graphics that developers should learn as it can help in efficient rendering and high-quality visualization.",https://www.cs.cornell.edu/courses/cs4620/2020fa/slides/11pipeline.pdf,https://www.pcmag.com/encyclopedia/term/graphics-pipeline,
gamedev-sampling,game-developer,Computer Graphics Fundamentals,Sampling,,PRACTICAL,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-computer-graphics,,"Sampling in computer graphics is a method used to convert a continuous mathematical function (image, signal, light and sound), into a discrete digital representation. The process is done by taking snapshots at regular intervals which are also known as samples, and it's this that gives us the concept of 'sampling'. Some common types of sampling techniques include: uniform sampling (evenly spaced samples), random sampling (samples taken at random intervals), and jittered sampling (a compromise between uniform and random sampling). The higher the sampling rate, the more accurately the original function can be reconstructed from the discrete samples. Effective sampling is a significant aspect of achieving realistic computer graphics.",https://cglearn.eu/pub/computer-graphics/textures-and-sampling,,
gamedev-shader,game-developer,Computer Graphics Fundamentals,Shader,,PRACTICAL,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,gamedev-computer-graphics,,"Shaders are a type of software used in 3D computer graphics. They are utilized to render quality visual effects by making calculations and transformations on image data. Also, a shader is responsible for determining the final color of an object. There are several types of shaders: vertex shaders, geometry shaders, pixel shaders, and compute shaders. Each of these is programmed to manipulate specific attributes of an image, such as its vertices, pixels, and overall geometry. They are essential tools for game developers aiming to produce realistic and engaging visual experiences.",https://www.gamedesigning.org/learn/shaders/,https://gamedevelopment.tutsplus.com/a-beginners-guide-to-coding-graphics-shaders--cms-23313t,
gamedev-rendering-equation,game-developer,,Rendering Equation,,PRACTICAL,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-shader,,"The Render Equation, also known as the Rendering Equation, is a fundamental principle in computer graphics that serves as the basis for most advanced lighting algorithms today. First introduced by James Kajiya in 1986, it defines how light interacts with physical objects in a given environment. The equation tries to simulate light's behavior, taking into account aspects such as transmission, absorption, scattering, and emission. The equation can be computationally intensive to solve accurately. It's worth mentioning, however, that many methods have been developed to approximate and solve it, allowing the production of highly realistic images in computer graphics.",https://en.wikipedia.org/wiki/Rendering_equation,https://www.youtube.com/watch?v=wawf7Am6xy0,
gamedev-mapping,game-developer,,Mapping,,PRACTICAL,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,gamedev-shader,,"""Mapping"" in game development, especially in the context of shaders, predominantly refers to Texture Mapping and Normal Mapping. **Texture Mapping** is the application of a texture (an image or colour data) onto a 3D model's surface. It's a process of defining how a 2D surface wraps around a 3D model or the way that a flat image is stretched across a model's surface to paint its appearance. This could be anything from the colour of objects to their roughness or reflectivity. Whereas, **Normal Mapping** is a technique used to create the illusion of complexity in the surface of a 3D model without adding any additional geometry. A Normal Map is a special kind of texture that allows the addition of surface details, such as bumps, grooves, and scratches which catch the light as if they are represented by real geometry, making a low-polygon model appear as a much more complex shape.",https://www.gamedeveloper.com/design/designing-maps-that-complement-game-mechanics,https://code.tutsplus.com/an-introduction-to-creating-a-tile-map-engine--gamedev-10900t,
gamedev-texture,game-developer,,Texture,,PRACTICAL,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-mapping,,"`Texture` is the visual quality of an object. Where the `mesh` determines the shape or `topology` of an object, the texture describes the quality of said object. For instance, if there is a spherical mesh, is it supposed to be shiny? is it supposed to be rough? is it supposed to be of rock or of wood? questions of this ilk are often resolved using textures. Textures are often just 2D images that are wrapped onto 3D meshes. The 3D mesh is first divided into segments and unfurled; the 3D meshes are converted into 2D chunks, this process is known as `UV Unwrapping`. Once a mesh has been unwrapped, the textures in the form of an image are applied to the 2D chunks of the 3D mesh, this way the texture knows how to properly wrap around the mesh and avoid any conflicts. Textures determine the visual feel and aesthetics of the game.",https://gamedevinsider.com/making-games/game-artist/texturing-and-materials/,https://www.youtube.com/watch?v=WrCMzHngLxI,https://www.youtube.com/watch?v=o_I6jxlN-Ck
gamedev-bump,game-developer,,Bump,,PRACTICAL,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-mapping,,"`Bump` is very similar to texture. It is, as a matter of fact, a type of texture itself. If you take the texture of a bricked wall, it will becoming increasingly obvious that the amount of detail present inside the wall, if geometrically processed would be incredibly demanding and wasteful. In order to combat this ineffeciency, the `bump` maps were created. Traditionally, a flat texture would just be an image of something called a `color map`, that is to say, where does each individual color of the pixel should be to represent a texture. When you take the picture of your floor, wall, or any object, that image in essence is the color map. The bump map is different as it informs the texture about it's `normal` values. So, if you take a flat 2D mesh and apply a bump map on it, it will render the same 2D mesh with all the normal values baked into the flat 2D mesh, creating a graphically effect mimicking 3-dimensionality.",https://developer.valvesoftware.com/wiki/Bump_map,https://www.youtube.com/watch?v=l5PYyzsZED8,https://www.youtube.com/watch?v=43Ilra6fNGc
gamedev-parallax,game-developer,,Parallax,,PRACTICAL,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-mapping,,"In game development and graphics, parallax refers to the apparent displacement or difference in the apparent position of an object viewed along two different lines of sight, and is measured by the angle or semi-angle of inclination between those two lines. In simpler terms, parallax is a technique used to create the illusion of depth in 2D environments by moving background layers at different speeds relative to the foreground.",https://www.encora.com/insights/how-to-take-advantage-of-parallax-in-programming-and-video-games,,
gamedev-horizon,game-developer,,Horizon,,PRACTICAL,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-mapping,,"In graphics, the horizon refers to a horizontal line that represents the visual boundary where the sky meets the earth or a flat surface, such as the ocean. It's a fundamental concept in perspective and art, serving as a reference point for creating a sense of depth and distance in an image. The placement of the horizon line can significantly impact the composition and mood of an image, with high or low horizon lines creating different effects on the viewer's perception of the scene.",https://en.wikipedia.org/wiki/Vanishing_point,,
gamedev-reflection,game-developer,,Reflection,,PRACTICAL,BRANCH,CORE,,,ALL,,1,MANUAL_ONLY,,,gamedev-shader,,"Reflection in game development, specifically in shaders, is a phenomena that simulates the bouncing off of light from objects similar to the way it happens in the real world. Shaders replicate this effect by emitting rays from the lighting source against the object's surface. When the ray strikes the surface, it will calculate the light? color and angle to define how light should reflect off that surface. Reflection in shaders can further be classified into two types: Specular Reflection and Diffuse Reflection. Specular Reflection is the mirror-like reflection of light from a surface, where each incident ray is reflected with the light ray reflected at an equal but opposite angle. Diffuse Reflection, on the other hand, is the reflection of light into many directions, giving a softer effect. These reflections are quantified in computer graphics often using a reflection model such as the Phong reflection model or the Lambertian reflectance model.",https://developer.nvidia.com/blog/rendering-perfect-reflections-and-refractions-in-path-traced-games/,https://www.youtube.com/watch?v=R1A86lZ8myQ,
gamedev-diffuse,game-developer,,Diffuse,,PRACTICAL,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-reflection,,"In the world of 3D rendering and game development, ""diffuse"" refers to diffuse lighting or diffuse reflection. It's a key concept in making objects look three-dimensional and realistically lit.",https://www.a23d.co/blog/difference-between-albedo-and-diffuse-map/,https://cgobsession.com/complete-guide-to-texture-map-types/,
gamedev-specular,game-developer,,Specular,,PRACTICAL,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-reflection,,"`Specular` reflections are mirror-like reflections. In these cases, the rays of light are reflected, more than they are absorbed. The angle of incidence is equal to the angle of reflection, that is to say that the angle at which the light enters the medium and then bounces off, the angle of the beam that bounced off would be the same.",https://en.wikipedia.org/wiki/Specular_reflection,https://www.rp-photonics.com/specular_reflection.html,https://www.youtube.com/watch?v=2cFvJkc4pQk
gamedev-computer-animation,game-developer,Computer Graphics Fundamentals,Computer Animation,,PRACTICAL,BRANCH,CORE,,,,,1,MANUAL_ONLY,,,gamedev-computer-graphics,,"Computer animation refers to the art of creating moving images via the use of computers. Increasingly, it's becoming a critical component in the game development industry. Essentially, it's divided into two categories, 2D animation and 3D animation. 2D animation, also referred to as vector animation, involves creation of images in a two-dimensional environment, including morphing, twining, and onion skinning. On the other hand, 3D animation, also known as CGI, involves moving objects and characters in a three-dimensional space. The animation process typically involves the creation of a mathematical representation of a three-dimensional object. This object is then manipulated within a virtual space by an animator to create the final animation. Software like Unity, Maya, and Blender are commonly used for computer animation in game development.",https://www.adobe.com/uk/creativecloud/animation/discover/computer-animation.html,https://unity.com/topics/what-is-computer-animation,
