"name","career_id","importance","category","sources"
"Model Context Protocol (MCP)","data-science","LOW","PROTOCOL","roadmap"
"Model Evaluation","data-science","LOW","CONCEPT","roadmap"
"Model Objects","data-science","LOW","CONCEPT","roadmap"
"Model Optimization","data-science","LOW","CONCEPT","roadmap"
"Model Organization","data-science","LOW","CONCEPT","roadmap"
"Model Training & Serving","data-science","LOW","PLATFORM","roadmap"
"Models on Hugging Face","data-science","LOW","CONCEPT","roadmap"
"MongoDB","data-science","HIGH","DATABASE","market-verified|roadmap"
"Monitoring & Observability","data-science","AVG","PLATFORM","market-legacy|roadmap"
"MS SQL","data-science","AVG","DATABASE","market-legacy|roadmap"
"Multi-head Attention","data-science","LOW","CONCEPT","roadmap"
"Multimodal AI","data-science","LOW","CONCEPT","roadmap"
"Multimodal AI Tasks","data-science","LOW","CONCEPT","roadmap"
"MySQL","data-science","HIGH","LANGUAGE","market-verified|roadmap"
"NanoBanana API","data-science","LOW","CONCEPT","roadmap"
"Natural Language Processing","data-science","LOW","LANGUAGE","roadmap"
"Neo4j","data-science","LOW","DATABASE","roadmap"
"Neptune","data-science","LOW","CONCEPT","roadmap"
"Networking","data-science","HIGH","CONCEPT","market-verified|roadmap"
"Networking Fundamentals","data-science","LOW","CONCEPT","roadmap"
"Neural Network (NN) Basics","data-science","LOW","CONCEPT","roadmap"
"Neural Networks","data-science","LOW","CONCEPT","roadmap"
"Normalization vs Denormalization","data-science","LOW","CONCEPT","roadmap"
"NoSQL Databases","data-science","AVG","DATABASE","roadmap"
"Numpy","data-science","LOW","LANGUAGE","roadmap"
"Object Oriented Programming","data-science","AVG","CONCEPT","roadmap"
"Observability Tools","data-science","LOW","CONCEPT","roadmap"
"Ollama","data-science","LOW","CONCEPT","roadmap"
"OLTP vs OLAP","data-science","LOW","DATABASE","roadmap"
"OOP for Data Analysis","data-science","LOW","CONCEPT","roadmap"
"Open AI Embeddings API","data-science","LOW","CONCEPT","roadmap"
"OpenAI (GPT, o-series)","data-science","LOW","CONCEPT","roadmap"
"OpenAI AgentKit & Agent SDK","data-science","LOW","CONCEPT","roadmap"
"OpenAI Response API","data-science","LOW","CONCEPT","roadmap"
"OpenAI Vision API","data-science","LOW","CONCEPT","roadmap"
"OpenAI-compatible APIs","data-science","LOW","CONCEPT","roadmap"
"OpenRouter","data-science","LOW","CONCEPT","roadmap"
"OpenTofu","data-science","LOW","CONCEPT","roadmap"
"Oracle","data-science","HIGH","DATABASE","market-verified|roadmap"
"Orchestration","data-science","LOW","CONCEPT","roadmap"
"Orchestration & Deployment","data-science","LOW","PLATFORM","roadmap"
"Other Data Architectures","data-science","LOW","CONCEPT","roadmap"
"p-value","data-science","LOW","TESTING","roadmap"
"Package Management","data-science","AVG","CONCEPT","roadmap"
"Padding","data-science","AVG","CONCEPT","roadmap"
"Pandas","data-science","LOW","LIBRARY","roadmap"
"Pandas String Methods","data-science","LOW","CONCEPT","roadmap"
"Parquet","data-science","LOW","CONCEPT","roadmap"
"Parsing Dates","data-science","LOW","CONCEPT","roadmap"
"Perceptron, Multi-layer Perceptrons","data-science","LOW","CONCEPT","roadmap"
"Pinecone","data-science","LOW","CONCEPT","roadmap"
"pip","data-science","AVG","CONCEPT","roadmap"
"Platforms & Ecosystem","data-science","LOW","CONCEPT","roadmap"
"Policy Gradient","data-science","LOW","CONCEPT","roadmap"
"Polynomial Regression","data-science","LOW","CONCEPT","roadmap"
"Popular Databases","data-science","LOW","DATABASE","roadmap"
"Popular Vector DBs (pick one)","data-science","LOW","CONCEPT","roadmap"
"Population & Sample","data-science","LOW","TESTING","roadmap"
"PostgreSQL","data-science","HIGH","DATABASE","market-verified|roadmap"
"Power BI","data-science","HIGH","CONCEPT","market-verified|roadmap"
"Power Query","data-science","LOW","LANGUAGE","roadmap"
"Predictive Analysis","data-science","LOW","CONCEPT","roadmap"
"Predictive Analytics","data-science","LOW","CONCEPT","roadmap"
"Prefect","data-science","LOW","CONCEPT","roadmap"
"Preprocessing Techniques","data-science","LOW","CONCEPT","roadmap"
"Prescriptive Analysis","data-science","LOW","CONCEPT","roadmap"
"Principal Component Analysis","data-science","LOW","CONCEPT","roadmap"
"Printing Variables","data-science","LOW","CONCEPT","roadmap"
"Probabilistic","data-science","LOW","CONCEPT","roadmap"
"Probability","data-science","AVG","CONCEPT","roadmap"
"Professional Development","data-science","LOW","CONCEPT","roadmap"
"Programming Fundamentals","data-science","AVG","CONCEPT","roadmap"
"Programming Languages","data-science","AVG","TOOL","roadmap"
"Programming Skills","data-science","LOW","CONCEPT","roadmap"
"Prompt Caching","data-science","LOW","CONCEPT","roadmap"
"Prompt Engineering","data-science","HIGH","CONCEPT","market-verified|roadmap"
"Prompt Injection Attacks","data-science","LOW","CONCEPT","roadmap"
"Prompting Techniques","data-science","AVG","CONCEPT","roadmap"
"Proprietary Models","data-science","LOW","CONCEPT","roadmap"
"Publishing and Sharing","data-science","LOW","CONCEPT","roadmap"
"Purpose and Functionality","data-science","LOW","CONCEPT","roadmap"
"Python","data-science","HIGH","LANGUAGE","market-verified|roadmap"
"Pytorch","data-science","HIGH","FRAMEWORK","market-verified|roadmap"
"Qdrant","data-science","LOW","CONCEPT","roadmap"
"Qwen","data-science","LOW","CONCEPT","roadmap"
"R","data-science","HIGH","LANGUAGE","market-verified|roadmap"
"RabbitMQ","data-science","AVG","PLATFORM","roadmap"
"RAGFlow","data-science","LOW","CONCEPT","roadmap"
"RAGs","data-science","AVG","CONCEPT","roadmap"
"Random Variances, PDFs","data-science","LOW","CONCEPT","roadmap"
"re","data-science","LOW","CONCEPT","roadmap"
"React","data-science","HIGH","FRAMEWORK","market-verified|roadmap"
"Reading Local Files","data-science","LOW","CONCEPT","roadmap"
"Recommendation Systems","data-science","LOW","CONCEPT","roadmap"
"Recurrent Neural Networks","data-science","LOW","CONCEPT","roadmap"
"Redis","data-science","AVG","PLATFORM","roadmap"
"Regression","data-science","LOW","CONCEPT","roadmap"
"Regression Analysis","data-science","LOW","CONCEPT","roadmap"
"Regression Testing","data-science","LOW","TESTING","roadmap"
"Reinforcement Learning","data-science","LOW","CONCEPT","roadmap"
"Relational Databases","data-science","AVG","DATABASE","market-legacy|roadmap"
"Relationships","data-science","AVG","CONCEPT","roadmap"
"Repetition Penalties","data-science","LOW","CONCEPT","roadmap"
"REPLACE / SUBSTITUTE","data-science","LOW","CONCEPT","roadmap"
"Replit","data-science","LOW","CONCEPT","roadmap"
"Retail & E-commerce","data-science","LOW","CONCEPT","roadmap"
"Retrieval Process","data-science","LOW","CONCEPT","roadmap"
"Risk Analytics","data-science","LOW","LANGUAGE","roadmap"
"Robust prompt engineering","data-science","LOW","CONCEPT","roadmap"
"Roles and Responsiblities","data-science","LOW","CONCEPT","roadmap"
"Scatterplot","data-science","LOW","CONCEPT","roadmap"
"Schema Design","data-science","LOW","CONCEPT","roadmap"
"Scikit-learn","data-science","LOW","LIBRARY","roadmap"
"Seaborn","data-science","LOW","CONCEPT","roadmap"
"Security and Privacy Concerns","data-science","LOW","CONCEPT","roadmap"
"Self-supervised Learning","data-science","LOW","CONCEPT","roadmap"
"Semantic Search","data-science","AVG","CONCEPT","roadmap"
"Semi-supervised Learning","data-science","LOW","CONCEPT","roadmap"
"Sentence Transformers","data-science","LOW","CONCEPT","roadmap"
"Sets","data-science","AVG","CONCEPT","roadmap"
"SHAP","data-science","LOW","CONCEPT","roadmap"
"Singular Value Decomposition","data-science","LOW","CONCEPT","roadmap"
"Skewness","data-science","LOW","CONCEPT","roadmap"
"Snowflake","data-science","LOW","CONCEPT","roadmap"
"Soft Skills","data-science","LOW","CONCEPT","roadmap"
"Sources of Data","data-science","LOW","CONCEPT","roadmap"
"Spark","data-science","HIGH","LANGUAGE","market-verified|roadmap"
"Speech-to-Text","data-science","LOW","CONCEPT","roadmap"
"SQL","data-science","HIGH","CONCEPT","market-verified|roadmap"
"SQL Fundamentals","data-science","LOW","DATABASE","roadmap"
"SQLite","data-science","AVG","DATABASE","market-legacy|roadmap"
"Statistical Analysis","data-science","LOW","CONCEPT","roadmap"
"Statistical tests","data-science","LOW","TESTING","roadmap"
"Statistics","data-science","LOW","CONCEPT","roadmap"
"Statistics & ML","data-science","LOW","CONCEPT","roadmap"
"STD","data-science","LOW","CONCEPT","roadmap"
"Storytelling Framework","data-science","LOW","CONCEPT","roadmap"
"Streaming Responses","data-science","LOW","CONCEPT","roadmap"
"Streamlit","data-science","LOW","CONCEPT","roadmap"
"String Cleaning","data-science","LOW","CONCEPT","roadmap"
"strip, replace, split","data-science","LOW","CONCEPT","roadmap"
"Structured Output","data-science","LOW","CONCEPT","roadmap"
"SUM","data-science","AVG","CONCEPT","roadmap"
"Supabase","data-science","LOW","PLATFORM","roadmap"
"Supervised Learning","data-science","LOW","CONCEPT","roadmap"
"Support Vector Machines","data-science","LOW","CONCEPT","roadmap"
"System Prompting","data-science","LOW","CONCEPT","roadmap"
"Tableau","data-science","LOW","CONCEPT","roadmap"
"Tableu","data-science","LOW","CONCEPT","roadmap"
"Temperature","data-science","LOW","CONCEPT","roadmap"
"Tensorflow","data-science","HIGH","LIBRARY","market-verified|roadmap"
"Terraform","data-science","HIGH","CONCEPT","market-verified|roadmap"
"Testing","data-science","AVG","TESTING","roadmap"
"Text-to-Speech","data-science","LOW","CONCEPT","roadmap"
"Time Series Analysis","data-science","LOW","CONCEPT","roadmap"
"Tokenization","data-science","LOW","LANGUAGE","roadmap"
"Tokens","data-science","LOW","CONCEPT","roadmap"
"Tools for Data Cleaning","data-science","LOW","CONCEPT","roadmap"
"Top-K","data-science","LOW","CONCEPT","roadmap"
"Training","data-science","LOW","CONCEPT","roadmap"
"Transformers","data-science","LOW","CONCEPT","roadmap"
"Transformers.js","data-science","LOW","CONCEPT","roadmap"
"TRIM","data-science","LOW","CONCEPT","roadmap"
"Tuples","data-science","LOW","CONCEPT","roadmap"
"Type Casting","data-science","AVG","CONCEPT","roadmap"
"Types of BI Operations","data-science","LOW","CONCEPT","roadmap"
"Types of Data Analysis","data-science","LOW","CONCEPT","roadmap"
"Types of Data Analytics","data-science","LOW","CONCEPT","roadmap"
"Types of Data Ingestion","data-science","LOW","CONCEPT","roadmap"
"Types of Distribution","data-science","LOW","CONCEPT","roadmap"
"Unsupervised Learning","data-science","LOW","CONCEPT","roadmap"
"UPPER / LOWER / PROPER","data-science","LOW","CONCEPT","roadmap"
"Use Cases for Embeddings","data-science","LOW","CONCEPT","roadmap"
"Using SDKs Directly","data-science","LOW","CONCEPT","roadmap"
"uv","data-science","LOW","CONCEPT","roadmap"
"Validation Techniques","data-science","LOW","CONCEPT","roadmap"
"Variables and Data Types","data-science","LOW","CONCEPT","roadmap"
"Variance","data-science","LOW","CONCEPT","roadmap"
"Variance & Std. Deviation","data-science","LOW","CONCEPT","roadmap"
"Vector Database","data-science","LOW","CONCEPT","roadmap"
"Vector Databases","data-science","LOW","DATABASE","roadmap"
"Vector DBs","data-science","LOW","CONCEPT","roadmap"
"Version Control","data-science","AVG","CONCEPT","roadmap"
"Version Control Systems","data-science","AVG","TOOL","roadmap"
"Vertex AI Agent Builder","data-science","LOW","CONCEPT","roadmap"
"Vibe Coding","data-science","LOW","CONCEPT","roadmap"
"Video Understanding","data-science","LOW","CONCEPT","roadmap"
"virtualenv / venv","data-science","LOW","CONCEPT","roadmap"
"Visual Inspection","data-science","LOW","CONCEPT","roadmap"
"Visualization Basics","data-science","LOW","CONCEPT","roadmap"
"Visualization Best Practices","data-science","LOW","CONCEPT","roadmap"
"Visualization Fundamentals","data-science","LOW","CONCEPT","roadmap"
"VLOOKUP / HLOOKUP","data-science","LOW","CONCEPT","roadmap"
"VS Code","data-science","AVG","TOOL","roadmap"
"Weaviate","data-science","LOW","CONCEPT","roadmap"
"Whisper API","data-science","LOW","CONCEPT","roadmap"
"Windsurf","data-science","LOW","CONCEPT","roadmap"
"Workflow & Lifecycle","data-science","LOW","CONCEPT","roadmap"
"Working with Strings","data-science","AVG","CONCEPT","roadmap"
"Z-score","data-science","LOW","CONCEPT","roadmap"
"Zero-Shot","data-science","LOW","CONCEPT","roadmap"
"-replace option in apply","devops","LOW","CONCEPT","roadmap"
"@if","devops","AVG","CONCEPT","roadmap"
"@Input & @Output","devops","AVG","CONCEPT","roadmap"
"ACLs","devops","LOW","CONCEPT","roadmap"
"Adding and Managing Worker Nodes","devops","LOW","CONCEPT","roadmap"
"Adding Disks","devops","LOW","CONCEPT","roadmap"
"AI Gateway","devops","LOW","CONCEPT","roadmap"
"AI Model Integration","devops","LOW","CONCEPT","roadmap"
"AI-powered Search","devops","AVG","CONCEPT","roadmap"
"Analysis","devops","LOW","CONCEPT","roadmap"
"Ansible","devops","AVG","FRAMEWORK","market-legacy|roadmap"
"Any Frontend Framework","devops","LOW","CONCEPT","roadmap"
"API Routers","devops","LOW","CONCEPT","roadmap"
"APIs for Networking","devops","LOW","CONCEPT","roadmap"
"Application Architecture","devops","LOW","CONCEPT","roadmap"
"apt","devops","LOW","CONCEPT","roadmap"
"ArgoCD","devops","LOW","CONCEPT","roadmap"
"Arithmetic","devops","AVG","CONCEPT","roadmap"
"Arithmetic expansion","devops","LOW","CONCEPT","roadmap"
"ARP","devops","AVG","CONCEPT","roadmap"
"Artifact Management","devops","AVG","CONCEPT","market-legacy|roadmap"
"Artifactory","devops","LOW","CONCEPT","roadmap"
"Associative Arrays","devops","LOW","CONCEPT","roadmap"
"at","devops","LOW","CONCEPT","roadmap"
"Attack Surface Mapping","devops","LOW","CONCEPT","roadmap"
"Authentication","devops","AVG","CONCEPT","roadmap"
"Authentication Logs","devops","LOW","CONCEPT","roadmap"
"Authorization","devops","AVG","CONCEPT","roadmap"
"Automated Patching","devops","LOW","CONCEPT","roadmap"
"Autoscaling","devops","AVG","CONCEPT","roadmap"
"awk","devops","AVG","LANGUAGE","roadmap"
"AWS","devops","HIGH","PLATFORM","market-verified|roadmap"
"AWS CDK","devops","AVG","CONCEPT","roadmap"
"AWS ECS / Fargate","devops","LOW","PLATFORM","roadmap"
"AWS Global Infrastructure","devops","LOW","CONCEPT","roadmap"
"AWS Lambda","devops","LOW","CONCEPT","roadmap"
"Azure","devops","HIGH","PLATFORM","market-verified|roadmap"
"Azure Functions","devops","LOW","CONCEPT","roadmap"
"Background / Foreground Processes","devops","LOW","CONCEPT","roadmap"
"Bandwidth","devops","LOW","CONCEPT","roadmap"
"Bash Alias","devops","LOW","CONCEPT","roadmap"
"Bash Data Types","devops","LOW","CONCEPT","roadmap"
"Bash Operators","devops","LOW","CONCEPT","roadmap"
"Bash Script Anatomy","devops","LOW","CONCEPT","roadmap"
"Basic Command-line Knowledge","devops","LOW","CONCEPT","roadmap"
"Basic Editor Ops.","devops","LOW","TOOL","roadmap"
"Basic regex syntax","devops","LOW","CONCEPT","roadmap"
"Basic Terminology","devops","LOW","CONCEPT","roadmap"
"Basics of Docker","devops","LOW","CONCEPT","roadmap"
"bc","devops","LOW","LANGUAGE","roadmap"
"Best Practices for State","devops","LOW","CONCEPT","roadmap"
"Bindings","devops","LOW","CONCEPT","roadmap"
"Blue-Green Deployments","devops","LOW","PLATFORM","roadmap"
"Bluetooth","devops","LOW","CONCEPT","roadmap"
"Booting Linux","devops","LOW","CONCEPT","roadmap"
"brew","devops","LOW","CONCEPT","roadmap"
"Browser Rendering","devops","LOW","CONCEPT","roadmap"
"Bucket Lifecycle","devops","LOW","CONCEPT","roadmap"
"Build Pipeline Hardening","devops","LOW","CONCEPT","roadmap"
"Building Container Images","devops","LOW","CONCEPT","roadmap"
"Bulk Operations","devops","LOW","CONCEPT","roadmap"
"Burp Suite","devops","LOW","CONCEPT","roadmap"
"bzip2, xz","devops","LOW","CONCEPT","roadmap"
"Caching Patterns","devops","LOW","CONCEPT","roadmap"
"Caching Strategies","devops","LOW","CONCEPT","roadmap"
"Calls","devops","LOW","CONCEPT","roadmap"
"Canary Deployments","devops","LOW","PLATFORM","roadmap"
"case","devops","LOW","CONCEPT","roadmap"
"cat","devops","LOW","LANGUAGE","roadmap"
"CCNA","devops","LOW","CONCEPT","roadmap"
"cd","devops","LOW","CONCEPT","roadmap"
"cgroups","devops","LOW","PLATFORM","roadmap"
"Checkov","devops","LOW","CONCEPT","roadmap"
"chgrp","devops","LOW","CONCEPT","roadmap"
"chmod","devops","LOW","CONCEPT","roadmap"
"chown","devops","LOW","CONCEPT","roadmap"
"CI / CD Integration","devops","LOW","CONCEPT","roadmap"
"CI / CD Tools","devops","AVG","CONCEPT","roadmap"
"CI/CD Pipelines","devops","LOW","CONCEPT","roadmap"
"CIA Triad","devops","LOW","CONCEPT","roadmap"
"CIDR Blocks","devops","LOW","CONCEPT","roadmap"
"Client-Server Network","devops","LOW","CONCEPT","roadmap"
"Cloud","devops","HIGH","PLATFORM","market-verified|roadmap"
"Cloud Certifications","devops","LOW","CONCEPT","roadmap"
"Cloud Design Patterns","devops","AVG","PLATFORM","market-legacy|roadmap"
"Cloud Networking Basics","devops","LOW","PLATFORM","roadmap"
"Cloud Providers","devops","AVG","PLATFORM","market-legacy|roadmap"
"Cloud Security","devops","HIGH","PLATFORM","market-verified|roadmap"
"Cloud Smith","devops","LOW","CONCEPT","roadmap"
"Cloudflare","devops","AVG","PLATFORM","roadmap"
"CloudFormation","devops","LOW","CONCEPT","roadmap"
"Cluster Autoscaling","devops","LOW","CONCEPT","roadmap"
"Command substitution","devops","LOW","CONCEPT","roadmap"
"Comments","devops","AVG","CONCEPT","roadmap"
"Comparison","devops","AVG","CONCEPT","roadmap"
"CompTIA Network+","devops","LOW","CONCEPT","roadmap"
"CompTIA Security+","devops","LOW","CONCEPT","roadmap"
"Configuration Management","devops","AVG","CONCEPT","roadmap"
"Container and Pod Security","devops","LOW","CONCEPT","roadmap"
"Container Orchestration","devops","AVG","PLATFORM","market-legacy|roadmap"
"Container Registries","devops","LOW","PLATFORM","roadmap"
"Container Runtime","devops","LOW","PLATFORM","roadmap"
"Container Security","devops","LOW","CONCEPT","roadmap"
"Containerization","devops","AVG","PLATFORM","market-legacy|roadmap"
"Containers","devops","AVG","PLATFORM","roadmap"
"Containment","devops","LOW","TOOL","roadmap"
"Contract Testing","devops","LOW","CONCEPT","roadmap"
"Copying and Renaming","devops","LOW","CONCEPT","roadmap"
"cp","devops","LOW","CONCEPT","roadmap"
"CPU Credits","devops","LOW","CONCEPT","roadmap"
"Create / Delete / Update","devops","LOW","CONCEPT","roadmap"
"Create, Print, Modify","devops","LOW","CONCEPT","roadmap"
"Creating Local Modules","devops","LOW","CONCEPT","roadmap"
"cron, crontab","devops","LOW","CONCEPT","roadmap"
"Cryptographic Hashing","devops","LOW","CONCEPT","roadmap"
"CSI Drivers","devops","LOW","CONCEPT","roadmap"
"CSPM","devops","LOW","PLATFORM","roadmap"
"cURL","devops","AVG","LANGUAGE","roadmap"
"Custom Provisioners","devops","LOW","CONCEPT","roadmap"
"Custom Resource Definitions (CRDs)","devops","LOW","CONCEPT","roadmap"
"cut","devops","LOW","CONCEPT","roadmap"
"cut, paste","devops","LOW","CONCEPT","roadmap"
"Cybersecurity Frameworks","devops","LOW","FRAMEWORK","roadmap"
"D1","devops","LOW","CONCEPT","roadmap"
"Data Sources","devops","AVG","CONCEPT","roadmap"
"Datadog","devops","LOW","TOOL","roadmap"
"DDoS Miligation Strategy","devops","LOW","CONCEPT","roadmap"
"Dead Letter Queues","devops","LOW","CONCEPT","roadmap"
"Debuggers","devops","AVG","TESTING","roadmap"
"Debugging","devops","AVG","CONCEPT","roadmap"
"Debugging Techniques","devops","LOW","CONCEPT","roadmap"
"Defense in Depth Concepts","devops","LOW","PLATFORM","roadmap"
"Dependency Risk Management","devops","LOW","CONCEPT","roadmap"
"Deploying Containers","devops","LOW","CONCEPT","roadmap"
"Deployment Patterns","devops","LOW","PLATFORM","roadmap"
"Deployment Workflow","devops","LOW","CONCEPT","roadmap"
"Developer Experience","devops","LOW","CONCEPT","roadmap"
"Development Tools","devops","AVG","CONCEPT","roadmap"
"DevSecOps Tools","devops","LOW","CONCEPT","roadmap"
"DevTools","devops","AVG","CONCEPT","roadmap"
"DevTools Integration","devops","LOW","CONCEPT","roadmap"
"df, du","devops","LOW","CONCEPT","roadmap"
"DHCP","devops","LOW","CONCEPT","roadmap"
"Digital Ocean","devops","LOW","DATABASE","roadmap"
"Disks and Filesystems","devops","LOW","CONCEPT","roadmap"
"disown","devops","LOW","CONCEPT","roadmap"
"dnf","devops","LOW","CONCEPT","roadmap"
"DNS","devops","AVG","PROTOCOL","roadmap"
"Docker","devops","HIGH","PLATFORM","market-verified|roadmap"
"Docker CLI","devops","LOW","TOOL","roadmap"
"docker compose","devops","AVG","PLATFORM","roadmap"
"Docker Swarm","devops","LOW","PLATFORM","roadmap"
"Dockerfiles","devops","LOW","CONCEPT","roadmap"
"Dockerhub","devops","LOW","PLATFORM","roadmap"
"Drizzle","devops","AVG","DATABASE","roadmap"
"Dynatrace","devops","LOW","PLATFORM","roadmap"
"EC2","devops","AVG","CONCEPT","roadmap"
"echo","devops","AVG","CONCEPT","roadmap"
"ECR","devops","LOW","CONCEPT","roadmap"
"Edge Computing Fundamentals","devops","LOW","CONCEPT","roadmap"
"Editing Files","devops","LOW","CONCEPT","roadmap"
"Efficient Layer Caching","devops","LOW","CONCEPT","roadmap"
"EKS","devops","LOW","CONCEPT","roadmap"
"Elastic Stack","devops","LOW","CONCEPT","roadmap"
"Emacs","devops","AVG","TOOL","roadmap"
"Email Workers","devops","LOW","CONCEPT","roadmap"
"Encryption","devops","AVG","CONCEPT","roadmap"
"Encryption Basics","devops","LOW","CONCEPT","roadmap"
"Enterprise Features","devops","AVG","CONCEPT","roadmap"
"Enterprise Operations","devops","LOW","CONCEPT","roadmap"
"Environment vs Shell vars.","devops","LOW","CONCEPT","roadmap"
"Ephemeral Container Filesystem","devops","LOW","CONCEPT","roadmap"
"Error Handling","devops","AVG","CONCEPT","roadmap"
"Error logging","devops","LOW","CONCEPT","roadmap"
"Error redirection","devops","LOW","CONCEPT","roadmap"
"expand","devops","LOW","CONCEPT","roadmap"
"expr","devops","LOW","CONCEPT","roadmap"
"External Access to Services","devops","LOW","CONCEPT","roadmap"
"External API Integration","devops","LOW","CONCEPT","roadmap"
"Fetch API and Runtime APIs","devops","LOW","CONCEPT","roadmap"
"fg, bg","devops","LOW","CONCEPT","roadmap"
"File Compression","devops","LOW","CONCEPT","roadmap"
"File Permissions","devops","LOW","CONCEPT","roadmap"
"Files & Directories","devops","LOW","CONCEPT","roadmap"
"Filesystems","devops","LOW","CONCEPT","roadmap"
"find","devops","AVG","CONCEPT","roadmap"
"Finding & Installing Packages","devops","LOW","CONCEPT","roadmap"
"Firewalls","devops","AVG","CONCEPT","roadmap"
"FluxCD","devops","LOW","CONCEPT","roadmap"
"foreach","devops","AVG","CONCEPT","roadmap"
"Forensics","devops","LOW","TOOL","roadmap"
"Format & Validate","devops","LOW","CONCEPT","roadmap"
"Frame","devops","LOW","CONCEPT","roadmap"
"Frameworks","devops","AVG","FRAMEWORK","roadmap"
"free","devops","AVG","CONCEPT","roadmap"
"FTP / SFTP","devops","LOW","CONCEPT","roadmap"
"Function Scopes","devops","LOW","CONCEPT","roadmap"
"GCP Functions","devops","LOW","CONCEPT","roadmap"
"Git","devops","AVG","TOOL","roadmap"
"Git Basics","devops","AVG","CONCEPT","roadmap"
"GitHub Actions","devops","AVG","TOOL","roadmap"
"GitOps","devops","AVG","CONCEPT","market-legacy|roadmap"
"GKE / EKS / AKS","devops","LOW","PLATFORM","roadmap"
"Google Cloud","devops","HIGH","PLATFORM","market-verified|roadmap"
"Graph","devops","AVG","CONCEPT","roadmap"
"Graylog","devops","LOW","CONCEPT","roadmap"
"grep","devops","AVG","CONCEPT","roadmap"
"gzip, gunzip","devops","LOW","CONCEPT","roadmap"
"Hashicorp Config. Language (HCL)","devops","LOW","LANGUAGE","roadmap"
"HCP","devops","LOW","CONCEPT","roadmap"
"head","devops","LOW","CONCEPT","roadmap"
"head, tail","devops","LOW","CONCEPT","roadmap"
"Helm Charts","devops","LOW","PLATFORM","roadmap"
"Help Commands","devops","LOW","CONCEPT","roadmap"
"Here documents","devops","LOW","CONCEPT","roadmap"
"Here strings","devops","LOW","CONCEPT","roadmap"
"Heroku","devops","LOW","PLATFORM","roadmap"
"High Availability","devops","LOW","CONCEPT","roadmap"
"Hono","devops","AVG","FRAMEWORK","roadmap"
"Host","devops","LOW","CONCEPT","roadmap"
"Hotspot and Tethering","devops","LOW","CONCEPT","roadmap"
"HTTP","devops","AVG","PROTOCOL","roadmap"
"HTTP and Web Protocols","devops","LOW","CONCEPT","roadmap"
"HTTP, HTTPS","devops","AVG","CONCEPT","roadmap"
"IAM","devops","HIGH","PLATFORM","market-verified|roadmap"
"IDS / IPS","devops","LOW","CONCEPT","roadmap"
"ifconfig, ip","devops","LOW","CONCEPT","roadmap"
"Image Processing","devops","LOW","CONCEPT","roadmap"
"Image Size and Security","devops","LOW","CONCEPT","roadmap"
"Image Tagging Best Practices","devops","LOW","PLATFORM","roadmap"
"Images","devops","LOW","CONCEPT","roadmap"
"Import Existing Resources","devops","LOW","CONCEPT","roadmap"
"Incident Response","devops","LOW","TOOL","roadmap"
"Infrastructure as Code","devops","AVG","CONCEPT","roadmap"
"Infrastructure Monitoring","devops","AVG","CONCEPT","market-legacy|roadmap"
"Injecting Pod Config with ConfigMaps","devops","LOW","CONCEPT","roadmap"
"Inodes","devops","LOW","CONCEPT","roadmap"
"Input redirection","devops","LOW","CONCEPT","roadmap"
"Input Validation Patterns","devops","LOW","CONCEPT","roadmap"
"Input Variables","devops","LOW","CONCEPT","roadmap"
"Inspect / Modify State","devops","LOW","CONCEPT","roadmap"
"Installation / Setup","devops","LOW","CONCEPT","roadmap"
"Installing a Local Cluster","devops","LOW","CONCEPT","roadmap"
"Integration & Workflows","devops","LOW","CONCEPT","roadmap"
"Integration Testing","devops","AVG","CONCEPT","roadmap"
"Inter Worker Communication","devops","LOW","CONCEPT","roadmap"
"iostat, vmstat","devops","LOW","CONCEPT","roadmap"
"IP Address","devops","LOW","CONCEPT","roadmap"
"IP Addressing","devops","AVG","CONCEPT","roadmap"
"IP Routing","devops","LOW","CONCEPT","roadmap"
"ipconfig / ifconfig","devops","LOW","CONCEPT","roadmap"
"IPS","devops","LOW","CONCEPT","roadmap"
"IR Lifecycle","devops","LOW","TOOL","roadmap"
"Istio","devops","LOW","CONCEPT","roadmap"
"Itty Router","devops","LOW","CONCEPT","roadmap"
"Jaeger","devops","LOW","CONCEPT","roadmap"
"JavaScript Fundamentals","devops","LOW","CONCEPT","roadmap"
"jobs","devops","LOW","CONCEPT","roadmap"
"join","devops","LOW","CONCEPT","roadmap"
"join, split","devops","LOW","CONCEPT","roadmap"
"Key Management Service","devops","LOW","PLATFORM","roadmap"
"Key-value Operations","devops","LOW","CONCEPT","roadmap"
"Killing Processes","devops","LOW","CONCEPT","roadmap"
"Kubernetes","devops","HIGH","PLATFORM","market-verified|roadmap"
"Kubernetes Extensions and APIs","devops","LOW","CONCEPT","roadmap"
"LAN","devops","LOW","CONCEPT","roadmap"
"Latency","devops","LOW","CONCEPT","roadmap"
"less, more","devops","LOW","CONCEPT","roadmap"
"lifecycle","devops","LOW","CONCEPT","roadmap"
"Linux for Networking","devops","LOW","CONCEPT","roadmap"
"Linux Fundamentals","devops","LOW","CONCEPT","roadmap"
"Listing / Finding Processes","devops","LOW","CONCEPT","roadmap"
"Listing Installed Packages","devops","LOW","CONCEPT","roadmap"
"Literals","devops","LOW","CONCEPT","roadmap"
"Live streaming","devops","LOW","CONCEPT","roadmap"
"Load Balancing","devops","AVG","CONCEPT","roadmap"
"Local Values","devops","LOW","CONCEPT","roadmap"
